1993aef09c52358c,b49bb8ec9c2b8481,7e860acda8697471,55f8a66f057a7e76,0ea21bb9feaf46c8,c9713aed1d68c5b5,34386eca594b7bc2,c0ee18ecc06ca4d7,59e33283b96c6407,6289494731c566da,ff883052c3a1d18b
3827969344861ac8,659f2ceb67eca1ef,4e07173c3bba48d2,76fba8ff25f765b6,425f241df843cd89,9580a525da7618e9,c0af13494532539f,0251520ace81bc57,43b4c6b6f9de8346,08245c18359694b1,9cecb1d759459cc7
2428861072397c2c,d8cb09b1f7696f01,e1ca1935242d2941,50253c16f58cb013,b49bb8ec9c2b8481,7e860acda8697471,55f8a66f057a7e76,0ea21bb9feaf46c8,dcb76def3ced9d7b,26c95b75d8237f39,c9713aed1d68c5b5
d79ba573cbedbdb7,f62ad414720a6b8a,4fe2da53074027da,fd32207d8c5795ab,b49bb8ec9c2b8481,7e860acda8697471,55f8a66f057a7e76,0ea21bb9feaf46c8,26c95b75d8237f39,c9713aed1d68c5b5,34386eca594b7bc2
e86a6cd4634a8347,8b70cbd7f8b9a2af,b14017a1a69a0f77,70f890aca1fe19cb,11408b97e53ec7ed,ebc21a6684955a22,b49bb8ec9c2b8481,7e860acda8697471,55f8a66f057a7e76,0ea21bb9feaf46c8,dcb76def3ced9d7b
7486a1b58ad32cad,34386eca594b7bc2,b49bb8ec9c2b8481,dcb76def3ced9d7b,26c95b75d8237f39,659f2ceb67eca1ef,feb666a0b4f1d685,4e07173c3bba48d2,32863af4fa5c200b,b83dc89a78927029,76fba8ff25f765b6
58aec7d84b3455fd,b49bb8ec9c2b8481,feb666a0b4f1d685,4e07173c3bba48d2,0f2974a87af04441,4fe2da53074027da,c0ee18ecc06ca4d7,07e18856d86b7b31,9580a525da7618e9,a86b5239a69fab6b,098f6c9a83e4d045
d04bd11855a252b3,425f241df843cd89,9cecb1d759459cc7,08245c18359694b1,10fbfe48f770e0e9,dcb76def3ced9d7b,32863af4fa5c200b,b83dc89a78927029,133172ee60755587,0f2974a87af04441,e05e63bcccbafedb
b3e09dc7056d732d,2b51eed75e25e273,42ca46c87d50f46b,67a1371fa64b68e9,dcb76def3ced9d7b,32863af4fa5c200b,b83dc89a78927029,133172ee60755587,0f2974a87af04441,fd32207d8c5795ab,4fe2da53074027da
cf32c2cef37a3640,34386eca594b7bc2,b49bb8ec9c2b8481,dcb76def3ced9d7b,26c95b75d8237f39,659f2ceb67eca1ef,feb666a0b4f1d685,4e07173c3bba48d2,32863af4fa5c200b,b83dc89a78927029,76fba8ff25f765b6
04b47aaec992dce1,b49bb8ec9c2b8481,c9713aed1d68c5b5,34386eca594b7bc2,76fba8ff25f765b6,57335ed6ba7ec88c,96c047d699191ef9,08ac7f545ee91d80,4442579ed506724b,56bef931cf4f72d0,15c45523c6d14b8b
54ff8203b46acf40,55227bd84fac5b6b,8d8f0c01bf0cac1f,ad1cc7894c991bbd,5e85f62bcbb42ea2,76fba8ff25f765b6,4e07173c3bba48d2,6ed2a6b18d1ac4e4,b49bb8ec9c2b8481,7e860acda8697471,55f8a66f057a7e76
